sample	vaf
TCGA-D8-A1XY-01A-11D-A14K-09	0.105263158
TCGA-D8-A1XY-01A-11D-A14K-09	0.267716535
TCGA-D8-A1XY-01A-11D-A14K-09	0.157894737
TCGA-D8-A1XY-01A-11D-A14K-09	0.324324324
TCGA-D8-A1XY-01A-11D-A14K-09	0.063829787
TCGA-D8-A1XY-01A-11D-A14K-09	0.475
TCGA-D8-A1XY-01A-11D-A14K-09	0.047619048
TCGA-D8-A1XY-01A-11D-A14K-09	0.097744361
TCGA-D8-A1XY-01A-11D-A14K-09	0.206896552
TCGA-D8-A1XY-01A-11D-A14K-09	0.205882353
TCGA-D8-A1XY-01A-11D-A14K-09	0.264150943
TCGA-D8-A1XY-01A-11D-A14K-09	0.328687573
TCGA-D8-A1XY-01A-11D-A14K-09	0.090909091
TCGA-D8-A1XY-01A-11D-A14K-09	0.318181818
TCGA-D8-A1XY-01A-11D-A14K-09	0.133333333
TCGA-D8-A1XY-01A-11D-A14K-09	0.214285714
TCGA-AO-A0J5-01A-11W-A050-09	0.142045455
TCGA-AO-A0J5-01A-11W-A050-09	0.086956522
TCGA-AO-A0J5-01A-11W-A050-09	0.12
TCGA-AO-A0J5-01A-11W-A050-09	0.098484848
TCGA-AO-A0J5-01A-11W-A050-09	0.094736842
TCGA-AO-A0J5-01A-11W-A050-09	0.159090909
TCGA-AO-A0J5-01A-11W-A050-09	0.112903226
TCGA-AO-A0J5-01A-11W-A050-09	0.042857143
TCGA-AO-A0J5-01A-11W-A050-09	0.5
TCGA-AO-A0J5-01A-11W-A050-09	0.068181818
TCGA-AO-A0J5-01A-11W-A050-09	0.48372093
TCGA-AO-A0J5-01A-11W-A050-09	0.183823529
TCGA-AO-A0J5-01A-11W-A050-09	0.077922078
TCGA-AO-A0J5-01A-11W-A050-09	0.075342466
TCGA-AO-A0J5-01A-11W-A050-09	0.032786885
TCGA-AO-A0J5-01A-11W-A050-09	0.269230769
TCGA-AO-A0J5-01A-11W-A050-09	0.290697674
TCGA-AO-A0J5-01A-11W-A050-09	0.153846154
TCGA-AO-A0J5-01A-11W-A050-09	0.171052632
TCGA-AO-A0J5-01A-11W-A050-09	0.1875
TCGA-AO-A0J5-01A-11W-A050-09	0.233333333
TCGA-AO-A0J5-01A-11W-A050-09	0.228915663
TCGA-AO-A0J5-01A-11W-A050-09	0.204301075
TCGA-AO-A0J5-01A-11W-A050-09	0.136363636
TCGA-AO-A0J5-01A-11W-A050-09	0.25
TCGA-AO-A0J5-01A-11W-A050-09	0.28440367
TCGA-AO-A0J5-01A-11W-A050-09	0.327586207
TCGA-AO-A0J5-01A-11W-A050-09	0.058479532
TCGA-AO-A0J5-01A-11W-A050-09	0.275132275
TCGA-AO-A0J5-01A-11W-A050-09	0.139705882
TCGA-AO-A0J5-01A-11W-A050-09	0.098591549
TCGA-AO-A0J5-01A-11W-A050-09	0.233766234
TCGA-AO-A0J5-01A-11W-A050-09	0.096774194
TCGA-AO-A0J5-01A-11W-A050-09	0.287671233
TCGA-AO-A0J5-01A-11W-A050-09	0.283783784
TCGA-AO-A0J5-01A-11W-A050-09	0.4
TCGA-AO-A0J5-01A-11W-A050-09	0.237113402
TCGA-AO-A0J5-01A-11W-A050-09	1
TCGA-AO-A0J5-01A-11W-A050-09	0.056300268
TCGA-AO-A0J5-01A-11W-A050-09	0.054545455
TCGA-AO-A0J5-01A-11W-A050-09	0.392857143
TCGA-AO-A0J5-01A-11W-A050-09	0.127906977
TCGA-AO-A0J5-01A-11W-A050-09	0.050359712
TCGA-AO-A0J5-01A-11W-A050-09	0.142857143
TCGA-AO-A0J5-01A-11W-A050-09	0.088235294
TCGA-AO-A0J5-01A-11W-A050-09	0.103448276
TCGA-AO-A0J5-01A-11W-A050-09	0.433628319
TCGA-AO-A0J5-01A-11W-A050-09	0.2
TCGA-AO-A0J5-01A-11W-A050-09	0.444444444
TCGA-AO-A0J5-01A-11W-A050-09	0.080808081
TCGA-AO-A0J5-01A-11W-A050-09	0.277777778
TCGA-AO-A0J5-01A-11W-A050-09	0.138888889
TCGA-AO-A0J5-01A-11W-A050-09	0.446153846
TCGA-AO-A0J5-01A-11W-A050-09	0.0875
TCGA-AO-A0J5-01A-11W-A050-09	0.428571429
TCGA-AO-A0J5-01A-11W-A050-09	0.918032787
TCGA-AO-A0J5-01A-11W-A050-09	0.290322581
TCGA-AO-A0J5-01A-11W-A050-09	0.278481013
TCGA-AO-A0J5-01A-11W-A050-09	0.074829932
TCGA-AO-A0J5-01A-11W-A050-09	0.140186916
TCGA-AO-A0J5-01A-11W-A050-09	0.118110236
TCGA-AO-A0J5-01A-11W-A050-09	0.356223176
TCGA-AO-A0J5-01A-11W-A050-09	0.2
TCGA-AO-A0J5-01A-11W-A050-09	0.2
TCGA-AO-A0J5-01A-11W-A050-09	0.111111111
TCGA-AO-A0J5-01A-11W-A050-09	0.307692308
TCGA-AO-A0J5-01A-11W-A050-09	0.194029851
TCGA-AO-A0J5-01A-11W-A050-09	0.077777778
TCGA-AO-A0J5-01A-11W-A050-09	0.086419753
TCGA-AO-A0J5-01A-11W-A050-09	0.157142857
TCGA-AO-A0J5-01A-11W-A050-09	0.192913386
TCGA-AO-A0J5-01A-11W-A050-09	0.245614035
TCGA-AO-A0J5-01A-11W-A050-09	0.209302326
TCGA-AO-A0J5-01A-11W-A050-09	0.071428571
TCGA-AO-A0J5-01A-11W-A050-09	0.085271318
TCGA-AO-A0J5-01A-11W-A050-09	0.254237288
TCGA-AO-A0J5-01A-11W-A050-09	0.315789474
TCGA-AO-A0J5-01A-11W-A050-09	0.230769231
TCGA-AO-A0J5-01A-11W-A050-09	0.088888889
TCGA-AO-A0J5-01A-11W-A050-09	0.319587629
TCGA-AO-A0J5-01A-11W-A050-09	0.107142857
TCGA-AO-A0J5-01A-11W-A050-09	0.333333333
TCGA-AO-A0J5-01A-11W-A050-09	0.027993779
TCGA-AO-A0J5-01A-11W-A050-09	0.14893617
TCGA-AO-A0J5-01A-11W-A050-09	0.073529412
TCGA-AO-A0J5-01A-11W-A050-09	0.340909091
TCGA-AO-A0J5-01A-11W-A050-09	0.285714286
TCGA-AO-A0J5-01A-11W-A050-09	0.181818182
TCGA-AO-A0J5-01A-11W-A050-09	0.155555556
TCGA-AO-A0J5-01A-11W-A050-09	0.323529412
TCGA-AO-A0J5-01A-11W-A050-09	0.304347826
TCGA-AO-A0J5-01A-11W-A050-09	0.288888889
TCGA-AO-A0J5-01A-11W-A050-09	0.152380952
TCGA-AO-A0J5-01A-11W-A050-09	0.098591549
TCGA-AO-A0J5-01A-11W-A050-09	0.243589744
TCGA-AO-A0J5-01A-11W-A050-09	0.144230769
TCGA-AO-A0J5-01A-11W-A050-09	0.160475483
TCGA-AO-A0J5-01A-11W-A050-09	0.147540984
TCGA-AO-A0J5-01A-11W-A050-09	0.5
TCGA-AO-A0J5-01A-11W-A050-09	0.30952381
TCGA-A8-A093-01A-11W-A019-09	0.193548387
TCGA-A8-A093-01A-11W-A019-09	0.472440945
TCGA-A8-A093-01A-11W-A019-09	0.192307692
TCGA-A8-A093-01A-11W-A019-09	0.233766234
TCGA-A8-A093-01A-11W-A019-09	0.128571429
TCGA-A8-A093-01A-11W-A019-09	0.567567568
TCGA-A8-A093-01A-11W-A019-09	0.149006623
TCGA-A8-A093-01A-11W-A019-09	0.12
TCGA-A8-A093-01A-11W-A019-09	0.458333333
TCGA-A8-A093-01A-11W-A019-09	0.25950783
TCGA-A8-A093-01A-11W-A019-09	0.176470588
TCGA-A8-A093-01A-11W-A019-09	0.034615385
TCGA-A8-A093-01A-11W-A019-09	0.167597765
TCGA-A8-A093-01A-11W-A019-09	0.065217391
TCGA-A8-A093-01A-11W-A019-09	0.24
TCGA-A8-A093-01A-11W-A019-09	0.132286996
TCGA-A8-A093-01A-11W-A019-09	0.2
TCGA-A8-A093-01A-11W-A019-09	0.506688963
TCGA-A8-A093-01A-11W-A019-09	0.140186916
TCGA-A8-A093-01A-11W-A019-09	0.245762712
TCGA-A8-A093-01A-11W-A019-09	0.192307692
TCGA-A8-A093-01A-11W-A019-09	0.241134752
TCGA-A8-A093-01A-11W-A019-09	0.513761468
TCGA-A8-A093-01A-11W-A019-09	0.543478261
TCGA-A8-A093-01A-11W-A019-09	0.597122302
TCGA-A8-A093-01A-11W-A019-09	0.142857143
TCGA-A8-A093-01A-11W-A019-09	0.075757576
TCGA-A8-A093-01A-11W-A019-09	0.723076923
TCGA-A8-A093-01A-11W-A019-09	0.430769231
TCGA-A8-A093-01A-11W-A019-09	0.412698413
TCGA-A8-A093-01A-11W-A019-09	0.125
TCGA-A8-A093-01A-11W-A019-09	0.447761194
TCGA-A8-A093-01A-11W-A019-09	0.416666667
TCGA-A8-A093-01A-11W-A019-09	0.470588235
TCGA-A8-A093-01A-11W-A019-09	0.47706422
TCGA-A8-A093-01A-11W-A019-09	0.333333333
TCGA-A8-A093-01A-11W-A019-09	0.379310345
TCGA-A8-A093-01A-11W-A019-09	0.362831858
TCGA-A8-A093-01A-11W-A019-09	0.137931034
TCGA-A8-A093-01A-11W-A019-09	0.515337423
TCGA-A8-A093-01A-11W-A019-09	0.170212766
TCGA-A8-A093-01A-11W-A019-09	0.294573643
TCGA-A8-A093-01A-11W-A019-09	0.191011236
TCGA-A8-A093-01A-11W-A019-09	0.612244898
TCGA-A8-A093-01A-11W-A019-09	0.28125
TCGA-A8-A093-01A-11W-A019-09	0.219730942
TCGA-A8-A093-01A-11W-A019-09	0.227272727
TCGA-A8-A093-01A-11W-A019-09	0.291666667
TCGA-A8-A093-01A-11W-A019-09	0.234782609
TCGA-A8-A093-01A-11W-A019-09	0.282511211
TCGA-A8-A093-01A-11W-A019-09	0.483552632
TCGA-A8-A093-01A-11W-A019-09	0.233766234
TCGA-A8-A093-01A-11W-A019-09	0.294117647
TCGA-A8-A093-01A-11W-A019-09	0.460526316
TCGA-A8-A093-01A-11W-A019-09	0.363636364
TCGA-A8-A093-01A-11W-A019-09	0.482758621
TCGA-A8-A093-01A-11W-A019-09	0.285714286
TCGA-A8-A093-01A-11W-A019-09	0.428571429
TCGA-A8-A093-01A-11W-A019-09	0.505494505
TCGA-A8-A093-01A-11W-A019-09	0.211382114
TCGA-A8-A093-01A-11W-A019-09	0.065454545
TCGA-A8-A093-01A-11W-A019-09	0.254545455
TCGA-A8-A093-01A-11W-A019-09	0.275862069
TCGA-A8-A093-01A-11W-A019-09	0.246153846
TCGA-A8-A093-01A-11W-A019-09	0.428571429
TCGA-A8-A093-01A-11W-A019-09	0.092307692
TCGA-A8-A093-01A-11W-A019-09	0.363207547
TCGA-A8-A093-01A-11W-A019-09	0.458737864
TCGA-A8-A093-01A-11W-A019-09	0.337209302
TCGA-A8-A093-01A-11W-A019-09	0.433544304
TCGA-A8-A093-01A-11W-A019-09	0.404255319
TCGA-A8-A093-01A-11W-A019-09	0.184210526
TCGA-A8-A093-01A-11W-A019-09	0.405063291
TCGA-A8-A093-01A-11W-A019-09	0.203045685
TCGA-A8-A093-01A-11W-A019-09	0.092857143
TCGA-A8-A093-01A-11W-A019-09	0.197802198
TCGA-A8-A093-01A-11W-A019-09	0.203319502
TCGA-A8-A093-01A-11W-A019-09	0.360655738
TCGA-A8-A093-01A-11W-A019-09	0.378378378
TCGA-A8-A093-01A-11W-A019-09	0.399328859
TCGA-A8-A093-01A-11W-A019-09	0.315789474
TCGA-A8-A093-01A-11W-A019-09	0.529411765
TCGA-A8-A093-01A-11W-A019-09	0.51754386
TCGA-A8-A093-01A-11W-A019-09	0.594594595
TCGA-A8-A093-01A-11W-A019-09	0.142857143
TCGA-A8-A093-01A-11W-A019-09	0.581081081
TCGA-A8-A093-01A-11W-A019-09	0.456896552
TCGA-A8-A093-01A-11W-A019-09	0.063492063
TCGA-A8-A093-01A-11W-A019-09	0.783783784
TCGA-A8-A093-01A-11W-A019-09	0.38150289
TCGA-A8-A093-01A-11W-A019-09	0.195652174
TCGA-A8-A093-01A-11W-A019-09	0.373134328
TCGA-A8-A093-01A-11W-A019-09	0.540816327
TCGA-A8-A093-01A-11W-A019-09	0.611111111
TCGA-A8-A093-01A-11W-A019-09	0.237288136
TCGA-A8-A093-01A-11W-A019-09	0.5
TCGA-A8-A093-01A-11W-A019-09	0.333333333
TCGA-A8-A093-01A-11W-A019-09	0.237885463
TCGA-A8-A093-01A-11W-A019-09	0.145038168
TCGA-A8-A093-01A-11W-A019-09	0.3125
TCGA-A8-A093-01A-11W-A019-09	0.388888889
TCGA-A8-A093-01A-11W-A019-09	0.243589744
TCGA-A8-A093-01A-11W-A019-09	0.5
TCGA-A8-A093-01A-11W-A019-09	0.243055556
TCGA-A8-A093-01A-11W-A019-09	0.68627451
TCGA-A8-A093-01A-11W-A019-09	0.098039216
TCGA-A8-A093-01A-11W-A019-09	0.073619632
TCGA-A8-A093-01A-11W-A019-09	0.714285714
TCGA-A8-A093-01A-11W-A019-09	0.689320388
TCGA-A8-A093-01A-11W-A019-09	0.779411765
TCGA-A8-A093-01A-11W-A019-09	0.811594203
TCGA-A8-A093-01A-11W-A019-09	0.71641791
TCGA-A8-A093-01A-11W-A019-09	0.474452555
TCGA-A8-A093-01A-11W-A019-09	0.238095238
TCGA-A8-A093-01A-11W-A019-09	0.4375
TCGA-A8-A093-01A-11W-A019-09	0.306122449
TCGA-A8-A093-01A-11W-A019-09	0.611111111
TCGA-A8-A093-01A-11W-A019-09	0.52173913
TCGA-A8-A093-01A-11W-A019-09	0.052631579
TCGA-A8-A093-01A-11W-A019-09	0.368421053
TCGA-A8-A093-01A-11W-A019-09	0.364035088
TCGA-A8-A093-01A-11W-A019-09	0.373493976
TCGA-A8-A093-01A-11W-A019-09	0.375
TCGA-A8-A093-01A-11W-A019-09	0.6
TCGA-A8-A093-01A-11W-A019-09	0.666666667
TCGA-A8-A093-01A-11W-A019-09	0.671568627
TCGA-A8-A093-01A-11W-A019-09	0.392857143
TCGA-A8-A093-01A-11W-A019-09	0.157894737
TCGA-A8-A093-01A-11W-A019-09	0.369193154
TCGA-A8-A093-01A-11W-A019-09	0.583333333
TCGA-A8-A093-01A-11W-A019-09	0.55
TCGA-A8-A093-01A-11W-A019-09	0.468531469
TCGA-A8-A093-01A-11W-A019-09	0.512195122
TCGA-A8-A093-01A-11W-A019-09	0.368421053
TCGA-A8-A093-01A-11W-A019-09	0.441605839
TCGA-A8-A093-01A-11W-A019-09	0.463483146
TCGA-A8-A093-01A-11W-A019-09	0.346153846
TCGA-A8-A093-01A-11W-A019-09	0.419354839
TCGA-A8-A093-01A-11W-A019-09	0.410714286
TCGA-A8-A093-01A-11W-A019-09	0.666666667
TCGA-A8-A093-01A-11W-A019-09	0.568627451
TCGA-A8-A093-01A-11W-A019-09	0.302325581
TCGA-A8-A093-01A-11W-A019-09	0.293577982
TCGA-A8-A093-01A-11W-A019-09	0.071428571
TCGA-A8-A093-01A-11W-A019-09	0.215246637
TCGA-A8-A093-01A-11W-A019-09	0.340425532
TCGA-A8-A093-01A-11W-A019-09	0.25
TCGA-A8-A093-01A-11W-A019-09	0.3
TCGA-A8-A093-01A-11W-A019-09	0.271477663
TCGA-A8-A093-01A-11W-A019-09	0.206451613
TCGA-A8-A093-01A-11W-A019-09	0.27027027
TCGA-A8-A093-01A-11W-A019-09	0.254355401
TCGA-C8-A133-01A-32D-A12B-09	0.47761194
TCGA-C8-A133-01A-32D-A12B-09	0.417040359
TCGA-C8-A133-01A-32D-A12B-09	0.478908189
TCGA-C8-A133-01A-32D-A12B-09	0.473684211
TCGA-C8-A133-01A-32D-A12B-09	0.09375
TCGA-C8-A133-01A-32D-A12B-09	0.555555556
TCGA-C8-A133-01A-32D-A12B-09	0.399253731
TCGA-C8-A133-01A-32D-A12B-09	0.454372624
TCGA-C8-A133-01A-32D-A12B-09	0.247933884
TCGA-C8-A133-01A-32D-A12B-09	0.071161049
TCGA-C8-A133-01A-32D-A12B-09	0.436746988
TCGA-C8-A133-01A-32D-A12B-09	0.368686869
TCGA-C8-A133-01A-32D-A12B-09	0.08203125
TCGA-C8-A133-01A-32D-A12B-09	0.263636364
TCGA-C8-A133-01A-32D-A12B-09	0.268656716
TCGA-C8-A133-01A-32D-A12B-09	0.025974026
TCGA-C8-A133-01A-32D-A12B-09	0.514285714
TCGA-C8-A133-01A-32D-A12B-09	0.469298246
TCGA-C8-A133-01A-32D-A12B-09	0.090909091
TCGA-C8-A133-01A-32D-A12B-09	0.443636364
TCGA-C8-A133-01A-32D-A12B-09	0.457330416
TCGA-C8-A133-01A-32D-A12B-09	0.44
TCGA-C8-A133-01A-32D-A12B-09	0.65
TCGA-C8-A133-01A-32D-A12B-09	0.65
TCGA-C8-A133-01A-32D-A12B-09	0.666666667
TCGA-C8-A133-01A-32D-A12B-09	0.25
TCGA-C8-A133-01A-32D-A12B-09	0.471698113
TCGA-C8-A133-01A-32D-A12B-09	0.314199396
TCGA-C8-A133-01A-32D-A12B-09	0.337278107
TCGA-C8-A133-01A-32D-A12B-09	0.428571429
TCGA-C8-A133-01A-32D-A12B-09	0.056818182
TCGA-C8-A133-01A-32D-A12B-09	0.131147541
TCGA-C8-A133-01A-32D-A12B-09	0.067039106
TCGA-C8-A133-01A-32D-A12B-09	0.363636364
TCGA-C8-A133-01A-32D-A12B-09	0.428571429
TCGA-AQ-A54O-01A-11D-A25Q-09	0.110169492
TCGA-AQ-A54O-01A-11D-A25Q-09	0.275
TCGA-AQ-A54O-01A-11D-A25Q-09	0.235294118
TCGA-AQ-A54O-01A-11D-A25Q-09	0.225806452
TCGA-AQ-A54O-01A-11D-A25Q-09	0.434782609
TCGA-AQ-A54O-01A-11D-A25Q-09	0.328125
TCGA-AQ-A54O-01A-11D-A25Q-09	0.325581395
TCGA-AQ-A54O-01A-11D-A25Q-09	0.230769231
TCGA-AQ-A54O-01A-11D-A25Q-09	0.147540984
TCGA-AQ-A54O-01A-11D-A25Q-09	0.352941176
TCGA-AQ-A54O-01A-11D-A25Q-09	0.117647059
TCGA-AQ-A54O-01A-11D-A25Q-09	0.266055046
TCGA-AQ-A54O-01A-11D-A25Q-09	0.109090909
TCGA-AQ-A54O-01A-11D-A25Q-09	0.128205128
TCGA-AQ-A54O-01A-11D-A25Q-09	0.073170732
TCGA-AQ-A54O-01A-11D-A25Q-09	0.120879121
TCGA-AQ-A54O-01A-11D-A25Q-09	0.393939394
TCGA-AQ-A54O-01A-11D-A25Q-09	0.333333333
TCGA-AQ-A54O-01A-11D-A25Q-09	0.139240506
TCGA-AQ-A54O-01A-11D-A25Q-09	0.352941176
TCGA-AQ-A54O-01A-11D-A25Q-09	0.259259259
TCGA-AQ-A54O-01A-11D-A25Q-09	0.282051282
TCGA-AQ-A54O-01A-11D-A25Q-09	0.384615385
TCGA-AQ-A54O-01A-11D-A25Q-09	0.076923077
TCGA-AQ-A54O-01A-11D-A25Q-09	0.476190476
TCGA-AQ-A54O-01A-11D-A25Q-09	0.2
TCGA-AQ-A54O-01A-11D-A25Q-09	0.25
TCGA-AQ-A54O-01A-11D-A25Q-09	0.131578947
TCGA-AQ-A54O-01A-11D-A25Q-09	0.276315789
TCGA-AQ-A54O-01A-11D-A25Q-09	0.285714286
TCGA-AQ-A54O-01A-11D-A25Q-09	0.085714286
TCGA-A8-A07G-01A-11W-A050-09	0.23943662
TCGA-A8-A07G-01A-11W-A050-09	0.314172448
TCGA-A8-A07G-01A-11W-A050-09	0.063122924
TCGA-A8-A07G-01A-11W-A050-09	0.156363636
TCGA-A8-A07G-01A-11W-A050-09	0.062068966
TCGA-A8-A07G-01A-11W-A050-09	0.157894737
TCGA-A8-A07G-01A-11W-A050-09	0.078651685
TCGA-A8-A07G-01A-11W-A050-09	0.147540984
TCGA-A8-A07G-01A-11W-A050-09	0.043726236
TCGA-A8-A07G-01A-11W-A050-09	0.262295082
TCGA-A8-A07G-01A-11W-A050-09	0.287671233
TCGA-A8-A07G-01A-11W-A050-09	0.057777778
TCGA-A8-A07G-01A-11W-A050-09	0.034615385
TCGA-A8-A07G-01A-11W-A050-09	0.075
TCGA-A8-A07G-01A-11W-A050-09	0.081967213
TCGA-A8-A07G-01A-11W-A050-09	0.223776224
TCGA-A8-A07G-01A-11W-A050-09	0.048
TCGA-A8-A07G-01A-11W-A050-09	0.102564103
TCGA-A8-A07G-01A-11W-A050-09	0.050420168
TCGA-A8-A07G-01A-11W-A050-09	0.315789474
TCGA-A8-A07G-01A-11W-A050-09	0.271428571
TCGA-A8-A07G-01A-11W-A050-09	0.670138889
TCGA-A8-A07G-01A-11W-A050-09	0.357142857
TCGA-A8-A07G-01A-11W-A050-09	0.266233766
TCGA-A8-A07G-01A-11W-A050-09	0.216216216
TCGA-A8-A07G-01A-11W-A050-09	0.1875
TCGA-A8-A07G-01A-11W-A050-09	0.057894737
TCGA-A8-A07G-01A-11W-A050-09	0.166666667
TCGA-A8-A07G-01A-11W-A050-09	0.192307692
TCGA-A8-A07G-01A-11W-A050-09	0.049586777
TCGA-A8-A07G-01A-11W-A050-09	0.175
TCGA-A8-A07G-01A-11W-A050-09	0.166666667
TCGA-A8-A07G-01A-11W-A050-09	0.088235294
TCGA-A8-A07G-01A-11W-A050-09	0.129251701
TCGA-A8-A07G-01A-11W-A050-09	0.108108108
TCGA-A8-A07G-01A-11W-A050-09	0.5
TCGA-A8-A07G-01A-11W-A050-09	0.126126126
TCGA-A8-A07G-01A-11W-A050-09	0.042918455
TCGA-A8-A07G-01A-11W-A050-09	0.041666667
TCGA-A8-A07G-01A-11W-A050-09	0.160206718
TCGA-A8-A07G-01A-11W-A050-09	0.07518797
TCGA-A8-A07G-01A-11W-A050-09	0.2375
TCGA-A8-A07G-01A-11W-A050-09	0.203125
TCGA-A8-A07G-01A-11W-A050-09	0.217391304
TCGA-A8-A07G-01A-11W-A050-09	0.125
TCGA-A8-A07G-01A-11W-A050-09	0.093333333
TCGA-A8-A07G-01A-11W-A050-09	0.042857143
TCGA-A8-A07G-01A-11W-A050-09	0.110169492
TCGA-A8-A07G-01A-11W-A050-09	0.086021505
TCGA-A8-A07G-01A-11W-A050-09	0.111553785
TCGA-A8-A07G-01A-11W-A050-09	0.153225806
TCGA-A8-A07G-01A-11W-A050-09	0.089655172
TCGA-A8-A07G-01A-11W-A050-09	0.204946996
TCGA-A8-A07G-01A-11W-A050-09	0.071823204
TCGA-A8-A07G-01A-11W-A050-09	0.5
TCGA-A8-A07G-01A-11W-A050-09	0.133333333
TCGA-A8-A07G-01A-11W-A050-09	0.256849315
TCGA-A8-A07G-01A-11W-A050-09	0.25
TCGA-A8-A07G-01A-11W-A050-09	0.185185185
TCGA-A8-A07G-01A-11W-A050-09	0.079365079
TCGA-A8-A07G-01A-11W-A050-09	0.3125
TCGA-A8-A07G-01A-11W-A050-09	0.164037855
TCGA-A8-A07G-01A-11W-A050-09	0.367816092
TCGA-A8-A07G-01A-11W-A050-09	0.115384615
TCGA-A8-A07G-01A-11W-A050-09	0.07751938
TCGA-A8-A07G-01A-11W-A050-09	0.294117647
TCGA-A8-A07G-01A-11W-A050-09	0.133333333
TCGA-A8-A07G-01A-11W-A050-09	0.37254902
TCGA-A8-A07G-01A-11W-A050-09	0.072
TCGA-A8-A07G-01A-11W-A050-09	0.097560976
TCGA-A8-A07G-01A-11W-A050-09	0.14084507
TCGA-A8-A07G-01A-11W-A050-09	0.291925466
TCGA-A8-A07G-01A-11W-A050-09	0.245614035
TCGA-A8-A07G-01A-11W-A050-09	0.075949367
TCGA-A8-A07G-01A-11W-A050-09	0.466666667
TCGA-A8-A07G-01A-11W-A050-09	0.279503106
TCGA-A8-A07G-01A-11W-A050-09	0.164444444
TCGA-A8-A07G-01A-11W-A050-09	0.188976378
TCGA-A8-A07G-01A-11W-A050-09	0.1
TCGA-A8-A07G-01A-11W-A050-09	0.333333333
TCGA-A8-A07G-01A-11W-A050-09	0.055555556
TCGA-A8-A07G-01A-11W-A050-09	0.036809816
TCGA-A8-A07G-01A-11W-A050-09	0.072796935
TCGA-A8-A07G-01A-11W-A050-09	0.23943662
TCGA-A8-A07G-01A-11W-A050-09	0.06271777
TCGA-A8-A07G-01A-11W-A050-09	0.240469208
TCGA-A8-A07G-01A-11W-A050-09	0.666666667
TCGA-A8-A07G-01A-11W-A050-09	0.462365591
TCGA-A8-A07G-01A-11W-A050-09	0.333333333
TCGA-A8-A07G-01A-11W-A050-09	0.052631579
TCGA-A8-A07G-01A-11W-A050-09	0.201183432
TCGA-A8-A07G-01A-11W-A050-09	0.068181818
TCGA-A8-A07G-01A-11W-A050-09	0.1
TCGA-A8-A07G-01A-11W-A050-09	0.109929078
TCGA-A8-A07G-01A-11W-A050-09	0.152173913
TCGA-A8-A07G-01A-11W-A050-09	0.204968944
TCGA-A8-A07G-01A-11W-A050-09	0.097087379
TCGA-A8-A07G-01A-11W-A050-09	0.055944056
TCGA-A8-A07G-01A-11W-A050-09	0.233333333
